縣市,鄉鎮市區,村里,107年第二季宅數
彰化縣,線西鄉,線西村,1
彰化縣,線西鄉,頂庄村,0
彰化縣,線西鄉,寓埔村,0
彰化縣,線西鄉,塭仔村,0
彰化縣,線西鄉,溝內村,0
彰化縣,線西鄉,下犁村,0
彰化縣,線西鄉,頂犁村,0
彰化縣,線西鄉,德興村,1
彰化縣,伸港鄉,曾家村,5
彰化縣,伸港鄉,蚵寮村,0
彰化縣,伸港鄉,埤墘村,4
彰化縣,伸港鄉,溪底村,2
彰化縣,伸港鄉,泉州村,0
彰化縣,伸港鄉,泉厝村,3
彰化縣,伸港鄉,海尾村,0
彰化縣,伸港鄉,全興村,0
彰化縣,伸港鄉,定興村,0
彰化縣,伸港鄉,新港村,3
彰化縣,伸港鄉,什股村,21
彰化縣,伸港鄉,大同村,31
彰化縣,伸港鄉,七嘉村,0
彰化縣,伸港鄉,汴頭村,0
彰化縣,福興鄉,番社村,20
彰化縣,福興鄉,社尾村,1
彰化縣,福興鄉,大崙村,0
彰化縣,福興鄉,外埔村,3
彰化縣,福興鄉,外中村,1
彰化縣,福興鄉,元中村,0
彰化縣,福興鄉,三汴村,0
彰化縣,福興鄉,萬豐村,0
彰化縣,福興鄉,番婆村,3
彰化縣,福興鄉,橋頭村,11
彰化縣,福興鄉,秀厝村,2
彰化縣,福興鄉,鎮平村,0
彰化縣,福興鄉,三和村,0
彰化縣,福興鄉,麥厝村,1
彰化縣,福興鄉,廈粘村,1
彰化縣,福興鄉,頂粘村,2
彰化縣,福興鄉,福寶村,0
彰化縣,福興鄉,二港村,1
彰化縣,福興鄉,福興村,64
彰化縣,福興鄉,福南村,0
彰化縣,福興鄉,同安村,4
彰化縣,福興鄉,西勢村,0
彰化縣,秀水鄉,秀水村,1
彰化縣,秀水鄉,安溪村,0
彰化縣,秀水鄉,莊雅村,0
彰化縣,秀水鄉,金興村,0
彰化縣,秀水鄉,陝西村,12
彰化縣,秀水鄉,安東村,0
彰化縣,秀水鄉,鶴鳴村,0
彰化縣,秀水鄉,馬興村,1
彰化縣,秀水鄉,義興村,1
彰化縣,秀水鄉,福安村,2
彰化縣,秀水鄉,埔崙村,1
彰化縣,秀水鄉,曾厝村,3
彰化縣,秀水鄉,金陵村,4
彰化縣,秀水鄉,下崙村,20
彰化縣,花壇鄉,花壇村,0
彰化縣,花壇鄉,金墩村,1
彰化縣,花壇鄉,中庄村,2
彰化縣,花壇鄉,劉厝村,0
彰化縣,花壇鄉,崙雅村,0
彰化縣,花壇鄉,南口村,14
彰化縣,花壇鄉,中口村,3
彰化縣,花壇鄉,北口村,2
彰化縣,花壇鄉,長沙村,5
彰化縣,花壇鄉,文德村,1
彰化縣,花壇鄉,白沙村,4
彰化縣,花壇鄉,岩竹村,8
彰化縣,花壇鄉,橋頭村,9
彰化縣,花壇鄉,灣雅村,0
彰化縣,花壇鄉,灣東村,0
彰化縣,花壇鄉,三春村,10
彰化縣,花壇鄉,永春村,5
彰化縣,花壇鄉,長春村,11
彰化縣,芬園鄉,舊社村,0
彰化縣,芬園鄉,大埔村,0
彰化縣,芬園鄉,竹林村,0
彰化縣,芬園鄉,社口村,1
彰化縣,芬園鄉,茄荖村,0
彰化縣,芬園鄉,嘉興村,1
彰化縣,芬園鄉,芬園村,1
彰化縣,芬園鄉,縣庄村,0
彰化縣,芬園鄉,圳墘村,0
彰化縣,芬園鄉,溪頭村,0
彰化縣,芬園鄉,進芬村,0
彰化縣,芬園鄉,同安村,0
彰化縣,芬園鄉,中崙村,0
彰化縣,芬園鄉,大竹村,0
彰化縣,芬園鄉,楓坑村,0
彰化縣,員林市,東和里,0
彰化縣,員林市,民生里,0
彰化縣,員林市,中正里,2
彰化縣,員林市,仁美里,11
彰化縣,員林市,新興里,4
彰化縣,員林市,和平里,0
彰化縣,員林市,光明里,0
彰化縣,員林市,中山里,0
彰化縣,員林市,黎明里,0
彰化縣,員林市,惠來里,2
彰化縣,員林市,三義里,2
彰化縣,員林市,新生里,11
彰化縣,員林市,南平里,50
彰化縣,員林市,南興里,17
彰化縣,員林市,源潭里,7
彰化縣,員林市,大埔里,1
彰化縣,員林市,三條里,30
彰化縣,員林市,三和里,24
彰化縣,員林市,三橋里,16
彰化縣,員林市,中央里,10
彰化縣,員林市,溝皂里,13
彰化縣,員林市,大饒里,15
彰化縣,員林市,大明里,0
彰化縣,員林市,萬年里,36
彰化縣,員林市,崙雅里,0
彰化縣,員林市,振興里,0
彰化縣,員林市,林厝里,24
彰化縣,員林市,出水里,0
彰化縣,員林市,湖水里,0
彰化縣,員林市,大?里,0
彰化縣,員林市,鎮興里,5
彰化縣,員林市,浮圳里,0
彰化縣,員林市,西東里,0
彰化縣,員林市,南東里,0
彰化縣,員林市,中東里,1
彰化縣,員林市,東北里,0
彰化縣,員林市,三愛里,12
彰化縣,員林市,三信里,2
彰化縣,員林市,三多里,16
彰化縣,員林市,仁愛里,0
彰化縣,員林市,忠孝里,2
彰化縣,溪湖鎮,光平里,14
彰化縣,溪湖鎮,平和里,1
彰化縣,溪湖鎮,太平里,24
彰化縣,溪湖鎮,光華里,0
彰化縣,溪湖鎮,東寮里,6
彰化縣,溪湖鎮,西寮里,0
彰化縣,溪湖鎮,大突里,2
彰化縣,溪湖鎮,北勢里,0
彰化縣,溪湖鎮,汴頭里,8
彰化縣,溪湖鎮,大竹里,5
彰化縣,溪湖鎮,湖西里,11
彰化縣,溪湖鎮,田中里,0
彰化縣,溪湖鎮,河東里,8
彰化縣,溪湖鎮,中山里,6
彰化縣,溪湖鎮,中竹里,0
彰化縣,溪湖鎮,東溪里,2
彰化縣,溪湖鎮,西溪里,1
彰化縣,溪湖鎮,湖東里,17
彰化縣,溪湖鎮,頂庄里,0
彰化縣,溪湖鎮,忠覺里,0
彰化縣,溪湖鎮,湳底里,0
彰化縣,溪湖鎮,大庭里,0
彰化縣,溪湖鎮,媽厝里,0
彰化縣,溪湖鎮,西勢里,0
彰化縣,溪湖鎮,番婆里,0
彰化縣,田中鎮,香山里,0
彰化縣,田中鎮,碧峰里,0
彰化縣,田中鎮,東源里,0
彰化縣,田中鎮,復興里,0
彰化縣,田中鎮,平和里,0
彰化縣,田中鎮,頂潭里,0
彰化縣,田中鎮,中潭里,21
彰化縣,田中鎮,龍潭里,0
彰化縣,田中鎮,北路里,7
彰化縣,田中鎮,西路里,7
彰化縣,田中鎮,東路里,0
彰化縣,田中鎮,南路里,2
彰化縣,田中鎮,中路里,2
彰化縣,田中鎮,新庄里,2
彰化縣,田中鎮,三安里,0
彰化縣,田中鎮,大崙里,0
彰化縣,田中鎮,沙崙里,0
彰化縣,田中鎮,新民里,13
彰化縣,田中鎮,梅州里,8
彰化縣,田中鎮,三民里,1
彰化縣,田中鎮,三光里,6
彰化縣,田中鎮,大社里,0
彰化縣,大村鄉,大村村,0
彰化縣,大村鄉,茄苳村,0
彰化縣,大村鄉,南勢村,0
彰化縣,大村鄉,田洋村,0
彰化縣,大村鄉,新興村,0
彰化縣,大村鄉,過溝村,0
彰化縣,大村鄉,美港村,0
彰化縣,大村鄉,平和村,0
彰化縣,大村鄉,貢旗村,0
彰化縣,大村鄉,加錫村,0
彰化縣,大村鄉,村上村,0
彰化縣,大村鄉,大橋村,0
彰化縣,大村鄉,大崙村,0
彰化縣,大村鄉,擺塘村,0
彰化縣,大村鄉,黃厝村,0
彰化縣,大村鄉,福興村,0
彰化縣,埔鹽鄉,埔鹽村,1
彰化縣,埔鹽鄉,埔南村,2
彰化縣,埔鹽鄉,?子村,0
彰化縣,埔鹽鄉,出水村,0
彰化縣,埔鹽鄉,南港村,2
彰化縣,埔鹽鄉,打廉村,1
彰化縣,埔鹽鄉,豐澤村,0
彰化縣,埔鹽鄉,崑崙村,0
彰化縣,埔鹽鄉,角樹村,0
彰化縣,埔鹽鄉,瓦?村,0
彰化縣,埔鹽鄉,好修村,0
彰化縣,埔鹽鄉,西湖村,0
彰化縣,埔鹽鄉,大有村,1
彰化縣,埔鹽鄉,新興村,1
彰化縣,埔鹽鄉,永平村,0
彰化縣,埔鹽鄉,永樂村,0
彰化縣,埔鹽鄉,石埤村,0
彰化縣,埔鹽鄉,天盛村,0
彰化縣,埔鹽鄉,太平村,1
彰化縣,埔鹽鄉,新水村,0
彰化縣,埔鹽鄉,三省村,1
彰化縣,埔鹽鄉,南新村,0
彰化縣,埔心鄉,東門村,35
彰化縣,埔心鄉,埔心村,0
彰化縣,埔心鄉,義民村,3
彰化縣,埔心鄉,油車村,1
彰化縣,埔心鄉,瓦北村,0
彰化縣,埔心鄉,瓦中村,14
彰化縣,埔心鄉,瓦南村,1
彰化縣,埔心鄉,太平村,3
彰化縣,埔心鄉,經口村,0
彰化縣,埔心鄉,大華村,8
彰化縣,埔心鄉,仁里村,5
彰化縣,埔心鄉,舊?村,7
彰化縣,埔心鄉,南?村,0
彰化縣,埔心鄉,新?村,0
彰化縣,埔心鄉,羅厝村,1
彰化縣,埔心鄉,芎蕉村,1
彰化縣,埔心鄉,二重村,0
彰化縣,埔心鄉,梧鳳村,0
彰化縣,埔心鄉,埤霞村,0
彰化縣,埔心鄉,埤?村,0
彰化縣,永靖鄉,永東村,10
彰化縣,永靖鄉,永西村,0
彰化縣,永靖鄉,永南村,0
彰化縣,永靖鄉,永北村,0
彰化縣,永靖鄉,港西村,0
彰化縣,永靖鄉,五福村,0
彰化縣,永靖鄉,湳港村,0
彰化縣,永靖鄉,新莊村,0
彰化縣,永靖鄉,瑚璉村,1
彰化縣,永靖鄉,五汴村,0
彰化縣,永靖鄉,浮圳村,0
彰化縣,永靖鄉,光雲村,0
彰化縣,永靖鄉,東寧村,1
彰化縣,永靖鄉,永興村,0
彰化縣,永靖鄉,崙子村,3
彰化縣,永靖鄉,獨鰲村,0
彰化縣,永靖鄉,敦厚村,0
彰化縣,永靖鄉,崙美村,0
彰化縣,永靖鄉,同安村,0
彰化縣,永靖鄉,同仁村,0
彰化縣,永靖鄉,湳墘村,5
彰化縣,永靖鄉,四芳村,0
彰化縣,永靖鄉,福興村,0
彰化縣,永靖鄉,竹子村,0
彰化縣,社頭鄉,社頭村,8
彰化縣,社頭鄉,東興村,0
彰化縣,社頭鄉,山湖村,0
彰化縣,社頭鄉,廣興村,5
彰化縣,社頭鄉,廣福村,0
彰化縣,社頭鄉,朝興村,0
彰化縣,社頭鄉,仁雅村,2
彰化縣,社頭鄉,橋頭村,2
彰化縣,社頭鄉,仁和村,0
彰化縣,社頭鄉,崙雅村,1
彰化縣,社頭鄉,湳底村,0
彰化縣,社頭鄉,泰安村,0
彰化縣,社頭鄉,美雅村,3
彰化縣,社頭鄉,新厝村,0
彰化縣,社頭鄉,平和村,0
彰化縣,社頭鄉,里仁村,0
彰化縣,社頭鄉,張厝村,0
彰化縣,社頭鄉,龍井村,0
彰化縣,社頭鄉,舊社村,3
彰化縣,社頭鄉,埤斗村,0
彰化縣,社頭鄉,湳雅村,3
彰化縣,社頭鄉,松竹村,0
彰化縣,社頭鄉,清水村,0
彰化縣,社頭鄉,協和村,0
彰化縣,二水鄉,合和村,0
彰化縣,二水鄉,上豊村,0
彰化縣,二水鄉,過圳村,0
彰化縣,二水鄉,五伯村,0
彰化縣,二水鄉,光化村,0
彰化縣,二水鄉,文化村,0
彰化縣,二水鄉,二水村,0
彰化縣,二水鄉,聖化村,0
彰化縣,二水鄉,裕民村,0
彰化縣,二水鄉,惠民村,0
彰化縣,二水鄉,大園村,0
彰化縣,二水鄉,修仁村,0
彰化縣,二水鄉,合興村,0
彰化縣,二水鄉,源泉村,0
彰化縣,二水鄉,倡和村,0
彰化縣,二水鄉,復興村,4
彰化縣,二水鄉,十五村,2
彰化縣,北斗鎮,光復里,12
彰化縣,北斗鎮,新政里,0
彰化縣,北斗鎮,重慶里,0
彰化縣,北斗鎮,五權里,0
彰化縣,北斗鎮,七星里,0
彰化縣,北斗鎮,居仁里,7
彰化縣,北斗鎮,東光里,0
彰化縣,北斗鎮,文昌里,8
彰化縣,北斗鎮,中和里,0
彰化縣,北斗鎮,西德里,3
彰化縣,北斗鎮,西安里,0
彰化縣,北斗鎮,中寮里,1
彰化縣,北斗鎮,大道里,11
彰化縣,北斗鎮,新生里,0
彰化縣,北斗鎮,大新里,0
彰化縣,二林鎮,東和里,0
彰化縣,二林鎮,南光里,0
彰化縣,二林鎮,西平里,10
彰化縣,二林鎮,北平里,11
彰化縣,二林鎮,中西里,2
彰化縣,二林鎮,廣興里,0
彰化縣,二林鎮,香田里,0
彰化縣,二林鎮,外竹里,0
彰化縣,二林鎮,興華里,0
彰化縣,二林鎮,東興里,0
彰化縣,二林鎮,後厝里,8
彰化縣,二林鎮,豐田里,2
彰化縣,二林鎮,頂厝里,0
彰化縣,二林鎮,趙甲里,1
彰化縣,二林鎮,振興里,2
彰化縣,二林鎮,萬興里,0
彰化縣,二林鎮,永興里,0
彰化縣,二林鎮,西庄里,0
彰化縣,二林鎮,梅芳里,0
彰化縣,二林鎮,華崙里,0
彰化縣,二林鎮,東勢里,0
彰化縣,二林鎮,萬合里,0
彰化縣,二林鎮,大永里,0
彰化縣,二林鎮,原斗里,0
彰化縣,二林鎮,西斗里,1
彰化縣,二林鎮,東華里,0
彰化縣,二林鎮,復豐里,0
彰化縣,田尾鄉,田尾村,5
彰化縣,田尾鄉,豐田村,0
彰化縣,田尾鄉,饒平村,11
彰化縣,田尾鄉,睦宜村,0
彰化縣,田尾鄉,福田村,0
彰化縣,田尾鄉,新興村,0
彰化縣,田尾鄉,北鎮村,0
彰化縣,田尾鄉,南鎮村,0
彰化縣,田尾鄉,新生村,1
彰化縣,田尾鄉,南曾村,2
彰化縣,田尾鄉,北曾村,1
彰化縣,田尾鄉,溪畔村,0
彰化縣,田尾鄉,打簾村,0
彰化縣,田尾鄉,柳鳳村,1
彰化縣,田尾鄉,陸豐村,0
彰化縣,田尾鄉,海豐村,0
彰化縣,田尾鄉,仁里村,0
彰化縣,田尾鄉,新厝村,0
彰化縣,田尾鄉,溪頂村,0
彰化縣,田尾鄉,正義村,0
彰化縣,埤頭鄉,和豊村,0
彰化縣,埤頭鄉,興農村,0
彰化縣,埤頭鄉,埤頭村,0
彰化縣,埤頭鄉,豊崙村,1
彰化縣,埤頭鄉,崙子村,0
彰化縣,埤頭鄉,永豊村,0
彰化縣,埤頭鄉,合興村,6
彰化縣,埤頭鄉,平原村,5
彰化縣,埤頭鄉,崙腳村,0
彰化縣,埤頭鄉,元埔村,0
彰化縣,埤頭鄉,芙朝村,0
彰化縣,埤頭鄉,新庄村,0
彰化縣,埤頭鄉,陸嘉村,0
彰化縣,埤頭鄉,竹圍村,0
彰化縣,埤頭鄉,中和村,0
彰化縣,埤頭鄉,庄內村,0
彰化縣,埤頭鄉,大湖村,0
彰化縣,芳苑鄉,芳苑村,0
彰化縣,芳苑鄉,芳中村,0
彰化縣,芳苑鄉,仁愛村,0
彰化縣,芳苑鄉,信義村,0
彰化縣,芳苑鄉,後寮村,0
彰化縣,芳苑鄉,三合村,1
彰化縣,芳苑鄉,永興村,0
彰化縣,芳苑鄉,五俊村,0
彰化縣,芳苑鄉,路上村,0
彰化縣,芳苑鄉,路平村,0
彰化縣,芳苑鄉,三成村,0
彰化縣,芳苑鄉,福榮村,0
彰化縣,芳苑鄉,頂?村,0
彰化縣,芳苑鄉,新街村,0
彰化縣,芳苑鄉,王功村,0
彰化縣,芳苑鄉,博愛村,0
彰化縣,芳苑鄉,和平村,0
彰化縣,芳苑鄉,民生村,0
彰化縣,芳苑鄉,興仁村,0
彰化縣,芳苑鄉,新寶村,0
彰化縣,芳苑鄉,草湖村,0
彰化縣,芳苑鄉,文津村,0
彰化縣,芳苑鄉,建平村,0
彰化縣,芳苑鄉,崙腳村,0
彰化縣,芳苑鄉,新生村,0
彰化縣,芳苑鄉,漢寶村,1
彰化縣,大城鄉,潭墘村,0
彰化縣,大城鄉,上山村,0
彰化縣,大城鄉,東城村,0
彰化縣,大城鄉,西城村,0
彰化縣,大城鄉,大城村,1
彰化縣,大城鄉,菜寮村,0
彰化縣,大城鄉,山腳村,0
彰化縣,大城鄉,永和村,0
彰化縣,大城鄉,頂庄村,0
彰化縣,大城鄉,公館村,0
彰化縣,大城鄉,臺西村,0
彰化縣,大城鄉,東港村,1
彰化縣,大城鄉,西港村,0
彰化縣,大城鄉,豐美村,0
彰化縣,大城鄉,三豐村,0
彰化縣,竹塘鄉,竹元村,0
彰化縣,竹塘鄉,竹塘村,0
彰化縣,竹塘鄉,小西村,0
彰化縣,竹塘鄉,民靖村,0
彰化縣,竹塘鄉,五庄村,2
彰化縣,竹塘鄉,樹腳村,0
彰化縣,竹塘鄉,田頭村,0
彰化縣,竹塘鄉,新廣村,0
彰化縣,竹塘鄉,溪墘村,0
彰化縣,竹塘鄉,竹林村,0
彰化縣,竹塘鄉,土庫村,0
彰化縣,竹塘鄉,內新村,0
彰化縣,竹塘鄉,長安村,0
彰化縣,竹塘鄉,永安村,0
彰化縣,溪州鄉,溪厝村,0
彰化縣,溪州鄉,舊眉村,0
彰化縣,溪州鄉,柑園村,0
彰化縣,溪州鄉,水尾村,0
彰化縣,溪州鄉,坑厝村,0
彰化縣,溪州鄉,圳寮村,0
彰化縣,溪州鄉,潮洋村,0
彰化縣,溪州鄉,瓦厝村,0
彰化縣,溪州鄉,西畔村,0
彰化縣,溪州鄉,張厝村,0
彰化縣,溪州鄉,溪州村,0
彰化縣,溪州鄉,成功村,0
彰化縣,溪州鄉,菜公村,0
彰化縣,溪州鄉,尾厝村,3
彰化縣,溪州鄉,大庄村,0
彰化縣,溪州鄉,三圳村,0
彰化縣,溪州鄉,東州村,0
彰化縣,溪州鄉,榮光村,0
彰化縣,溪州鄉,三條村,0
