縣市,鄉鎮市區,村里,101年第三季宅數
南投縣,竹山鎮,延祥里,0
南投縣,竹山鎮,竹圍里,1
南投縣,集集鎮,集集里,0
南投縣,集集鎮,和平里,0
南投縣,集集鎮,林尾里,0
南投縣,集集鎮,田寮里,18
南投縣,集集鎮,隘寮里,0
南投縣,集集鎮,玉映里,0
南投縣,集集鎮,吳厝里,0
南投縣,集集鎮,八張里,1
南投縣,集集鎮,永昌里,0
南投縣,集集鎮,富山里,0
南投縣,集集鎮,廣明里,0
南投縣,名間鄉,南雅村,0
南投縣,名間鄉,中正村,0
南投縣,名間鄉,中山村,0
南投縣,名間鄉,濁水村,0
南投縣,名間鄉,炭寮村,0
南投縣,名間鄉,新民村,0
南投縣,名間鄉,新街村,0
南投縣,名間鄉,東湖村,0
南投縣,名間鄉,萬丹村,0
南投縣,名間鄉,田仔村,0
南投縣,名間鄉,大庄村,0
南投縣,名間鄉,?下村,0
南投縣,名間鄉,大坑村,0
南投縣,名間鄉,竹圍村,0
南投縣,名間鄉,赤水村,0
南投縣,名間鄉,三崙村,0
南投縣,名間鄉,松山村,0
南投縣,名間鄉,松柏村,0
南投縣,名間鄉,埔中村,0
南投縣,名間鄉,崁腳村,0
南投縣,名間鄉,新厝村,0
南投縣,名間鄉,新光村,0
南投縣,名間鄉,仁和村,0
南投縣,鹿谷鄉,鹿谷村,0
南投縣,鹿谷鄉,初鄉村,0
南投縣,鹿谷鄉,彰雅村,0
南投縣,鹿谷鄉,廣興村,0
南投縣,鹿谷鄉,內湖村,2
南投縣,鹿谷鄉,竹林村,0
南投縣,鹿谷鄉,竹豐村,0
南投縣,鹿谷鄉,和雅村,0
南投縣,鹿谷鄉,鳳凰村,0
南投縣,鹿谷鄉,永隆村,0
南投縣,鹿谷鄉,秀峰村,0
南投縣,鹿谷鄉,清水村,0
南投縣,鹿谷鄉,瑞田村,0
南投縣,中寮鄉,廣興村,0
南投縣,中寮鄉,崁頂村,0
南投縣,中寮鄉,八仙村,0
南投縣,中寮鄉,和興村,0
南投縣,中寮鄉,福盛村,0
南投縣,中寮鄉,永平村,2
南投縣,中寮鄉,復興村,0
南投縣,中寮鄉,中寮村,0
南投縣,中寮鄉,廣福村,0
南投縣,中寮鄉,永福村,0
南投縣,中寮鄉,義和村,0
南投縣,中寮鄉,清水村,0
南投縣,中寮鄉,龍安村,0
南投縣,中寮鄉,龍岩村,0
南投縣,中寮鄉,永和村,0
南投縣,中寮鄉,內城村,0
南投縣,中寮鄉,永芳村,0
南投縣,中寮鄉,爽文村,0
南投縣,魚池鄉,東池村,0
南投縣,魚池鄉,魚池村,0
南投縣,魚池鄉,中明村,0
南投縣,魚池鄉,新城村,0
南投縣,魚池鄉,大林村,0
南投縣,魚池鄉,東光村,0
南投縣,魚池鄉,共和村,0
南投縣,魚池鄉,大雁村,0
南投縣,魚池鄉,五城村,0
南投縣,魚池鄉,水社村,0
南投縣,魚池鄉,頭社村,0
南投縣,魚池鄉,武登村,0
南投縣,魚池鄉,日月村,0
南投縣,國姓鄉,國姓村,4
南投縣,國姓鄉,石門村,0
南投縣,國姓鄉,大旗村,0
南投縣,國姓鄉,北港村,0
南投縣,國姓鄉,長流村,0
南投縣,國姓鄉,長福村,0
南投縣,國姓鄉,福龜村,0
南投縣,國姓鄉,乾溝村,0
南投縣,國姓鄉,柑林村,0
南投縣,國姓鄉,北山村,0
南投縣,國姓鄉,南港村,0
南投縣,國姓鄉,大石村,0
南投縣,國姓鄉,長豐村,0
南投縣,水里鄉,水里村,0
南投縣,水里鄉,農富村,0
南投縣,水里鄉,新城村,0
南投縣,水里鄉,中央村,0
南投縣,水里鄉,城中村,0
南投縣,水里鄉,北埔村,0
南投縣,水里鄉,鉅工村,0
南投縣,水里鄉,永豐村,0
南投縣,水里鄉,頂崁村,0
南投縣,水里鄉,車埕村,0
南投縣,水里鄉,新興村,0
南投縣,水里鄉,新山村,0
南投縣,水里鄉,郡坑村,0
南投縣,水里鄉,上安村,0
南投縣,水里鄉,民和村,0
南投縣,水里鄉,永興村,0
南投縣,水里鄉,玉峰村,0
南投縣,水里鄉,興隆村,0
南投縣,水里鄉,南光村,0
南投縣,信義鄉,人和村,0
南投縣,信義鄉,地利村,0
南投縣,信義鄉,潭南村,0
南投縣,信義鄉,明德村,0
南投縣,信義鄉,愛國村,0
南投縣,信義鄉,自強村,0
南投縣,信義鄉,羅娜村,0
南投縣,信義鄉,望美村,0
南投縣,信義鄉,同富村,0
南投縣,信義鄉,神木村,0
南投縣,信義鄉,東埔村,0
南投縣,信義鄉,雙龍村,0
南投縣,信義鄉,新鄉村,0
南投縣,信義鄉,豐丘村,0
南投縣,仁愛鄉,法治村,0
南投縣,仁愛鄉,中正村,0
南投縣,仁愛鄉,互助村,0
南投縣,仁愛鄉,新生村,0
南投縣,仁愛鄉,力行村,0
南投縣,仁愛鄉,發祥村,0
南投縣,仁愛鄉,合作村,0
南投縣,仁愛鄉,親愛村,0
南投縣,仁愛鄉,大同村,0
南投縣,仁愛鄉,南豐村,0
南投縣,仁愛鄉,春陽村,0
南投縣,仁愛鄉,精英村,0
南投縣,仁愛鄉,萬豐村,0
南投縣,仁愛鄉,榮興村,0
南投縣,仁愛鄉,翠華村,0
南投縣,仁愛鄉,都達村,0
