縣市,鄉鎮市區,村里,107年第一季宅數
高雄市,三民區,寶興里,129
高雄市,三民區,寶中里,0
高雄市,三民區,寶華里,0
高雄市,三民區,寶國里,3
高雄市,三民區,寶民里,0
高雄市,三民區,寶慶里,0
高雄市,三民區,寶業里,232
高雄市,三民區,寶盛里,6
高雄市,三民區,寶安里,0
高雄市,三民區,寶龍里,29
高雄市,三民區,寶珠里,3
高雄市,三民區,寶玉里,5
高雄市,三民區,灣子里,54
高雄市,三民區,灣愛里,1
高雄市,三民區,灣中里,32
高雄市,三民區,灣華里,0
高雄市,三民區,灣勝里,0
高雄市,三民區,灣利里,1
高雄市,三民區,灣復里,0
高雄市,三民區,正興里,36
高雄市,三民區,正順里,2
高雄市,三民區,灣興里,0
高雄市,三民區,灣成里,9
高雄市,三民區,安康里,0
高雄市,三民區,安寧里,0
高雄市,三民區,安吉里,0
高雄市,三民區,安發里,0
高雄市,新興區,浩然里,2
高雄市,新興區,振成里,0
高雄市,新興區,德生里,7
高雄市,新興區,振華里,0
高雄市,新興區,正氣里,0
高雄市,新興區,德政里,0
高雄市,新興區,仁聲里,0
高雄市,新興區,德望里,0
高雄市,新興區,華聲里,0
高雄市,新興區,蕉園里,0
高雄市,新興區,永寧里,0
高雄市,新興區,玉衡里,16
高雄市,新興區,順昌里,0
高雄市,新興區,文昌里,0
高雄市,新興區,光耀里,0
高雄市,新興區,興昌里,0
高雄市,新興區,開平里,0
高雄市,新興區,成功里,68
高雄市,新興區,新江里,2
高雄市,新興區,黎明里,0
高雄市,新興區,愛平里,0
高雄市,新興區,南港里,3
高雄市,新興區,中東里,0
高雄市,新興區,明莊里,0
高雄市,新興區,大明里,0
高雄市,新興區,秋山里,124
高雄市,新興區,長驛里,0
高雄市,新興區,建興里,11
高雄市,新興區,建華里,0
高雄市,新興區,漢民里,0
高雄市,新興區,榮治里,0
高雄市,新興區,東坡里,1
高雄市,前金區,三川里,5
高雄市,前金區,草江里,1
高雄市,前金區,長城里,3
高雄市,前金區,北金里,0
高雄市,前金區,東金里,1
高雄市,前金區,新生里,84
高雄市,前金區,後金里,0
高雄市,前金區,長興里,0
高雄市,前金區,青山里,52
高雄市,前金區,民生里,4
高雄市,前金區,復元里,1
高雄市,前金區,林投里,18
高雄市,前金區,國民里,0
高雄市,前金區,社東里,10
高雄市,前金區,社西里,1
高雄市,前金區,博孝里,0
高雄市,前金區,長生里,5
高雄市,前金區,榮復里,70
高雄市,前金區,文西里,0
高雄市,前金區,文東里,0
高雄市,苓雅區,博仁里,0
高雄市,苓雅區,苓洲里,3
高雄市,苓雅區,苓昇里,0
高雄市,苓雅區,苓中里,24
高雄市,苓雅區,苓雅里,0
高雄市,苓雅區,苓東里,1
高雄市,苓雅區,城北里,27
高雄市,苓雅區,城西里,0
高雄市,苓雅區,城東里,0
高雄市,苓雅區,意誠里,0
高雄市,苓雅區,鼓中里,0
高雄市,苓雅區,田西里,0
高雄市,苓雅區,人和里,0
高雄市,苓雅區,仁政里,0
高雄市,苓雅區,廣澤里,0
高雄市,苓雅區,美田里,0
高雄市,苓雅區,華堂里,1
高雄市,苓雅區,日中里,1
高雄市,苓雅區,普照里,10
高雄市,苓雅區,和煦里,0
高雄市,苓雅區,晴朗里,0
高雄市,苓雅區,普天里,60
高雄市,苓雅區,林富里,34
高雄市,苓雅區,林圍里,0
高雄市,苓雅區,林安里,2
高雄市,苓雅區,光華里,0
高雄市,苓雅區,林興里,0
高雄市,苓雅區,林華里,0
高雄市,苓雅區,林西里,0
高雄市,苓雅區,林中里,0
高雄市,苓雅區,林泉里,0
高雄市,苓雅區,林南里,0
高雄市,苓雅區,中正里,0
高雄市,苓雅區,尚義里,8
高雄市,苓雅區,同慶里,0
高雄市,苓雅區,凱旋里,0
高雄市,苓雅區,安祥里,0
高雄市,苓雅區,奏捷里,1
高雄市,苓雅區,福壽里,1
高雄市,苓雅區,福南里,0
高雄市,苓雅區,五權里,33
高雄市,苓雅區,民主里,2
高雄市,苓雅區,林德里,1
高雄市,苓雅區,林貴里,0
高雄市,苓雅區,林榮里,5
高雄市,苓雅區,英明里,0
高雄市,苓雅區,林靖里,0
高雄市,苓雅區,朝陽里,0
高雄市,苓雅區,福隆里,0
高雄市,苓雅區,福祥里,0
高雄市,苓雅區,福海里,0
高雄市,苓雅區,福康里,0
高雄市,苓雅區,福人里,0
高雄市,苓雅區,福地里,0
高雄市,苓雅區,福居里,0
高雄市,苓雅區,福東里,0
高雄市,苓雅區,福西里,0
高雄市,苓雅區,永康里,0
高雄市,苓雅區,正文里,11
高雄市,苓雅區,正言里,8
高雄市,苓雅區,正大里,0
高雄市,苓雅區,五福里,0
高雄市,苓雅區,正心里,0
高雄市,苓雅區,正道里,0
高雄市,苓雅區,正義里,0
高雄市,苓雅區,正仁里,0
高雄市,苓雅區,文昌里,0
高雄市,苓雅區,建軍里,0
高雄市,苓雅區,衛武里,0
高雄市,前鎮區,草衙里,4
高雄市,前鎮區,明孝里,0
高雄市,前鎮區,明正里,2
高雄市,前鎮區,明義里,0
高雄市,前鎮區,仁愛里,0
高雄市,前鎮區,德昌里,0
高雄市,前鎮區,平等里,30
高雄市,前鎮區,平昌里,0
高雄市,前鎮區,明禮里,0
高雄市,前鎮區,信義里,0
高雄市,前鎮區,信德里,0
高雄市,前鎮區,明道里,0
高雄市,前鎮區,興化里,0
高雄市,前鎮區,興仁里,0
高雄市,前鎮區,前鎮里,0
高雄市,前鎮區,鎮東里,0
高雄市,前鎮區,鎮榮里,0
高雄市,前鎮區,鎮昌里,0
高雄市,前鎮區,鎮海里,2
高雄市,前鎮區,鎮陽里,0
高雄市,前鎮區,興邦里,0
高雄市,前鎮區,鎮中里,0
高雄市,前鎮區,鎮北里,0
高雄市,前鎮區,忠純里,0
高雄市,前鎮區,忠誠里,0
高雄市,前鎮區,西山里,2
高雄市,前鎮區,民權里,0
高雄市,前鎮區,建隆里,43
高雄市,前鎮區,振興里,0
高雄市,前鎮區,良和里,52
高雄市,前鎮區,西甲里,3
高雄市,前鎮區,盛興里,82
高雄市,前鎮區,盛豐里,13
高雄市,前鎮區,興中里,0
高雄市,前鎮區,興東里,17
高雄市,前鎮區,忠孝里,0
高雄市,前鎮區,復國里,1
高雄市,前鎮區,竹內里,0
高雄市,前鎮區,竹東里,0
高雄市,前鎮區,竹南里,0
高雄市,前鎮區,竹北里,6
高雄市,前鎮區,竹西里,0
高雄市,前鎮區,竹中里,0
高雄市,前鎮區,瑞竹里,0
高雄市,前鎮區,瑞南里,13
高雄市,前鎮區,瑞豐里,1
高雄市,前鎮區,瑞祥里,0
高雄市,前鎮區,瑞東里,8
高雄市,前鎮區,瑞和里,0
高雄市,前鎮區,瑞平里,0
高雄市,前鎮區,瑞隆里,0
高雄市,前鎮區,瑞北里,1
高雄市,前鎮區,瑞西里,0
高雄市,前鎮區,瑞崗里,0
高雄市,前鎮區,瑞興里,0
高雄市,前鎮區,瑞誠里,0
高雄市,前鎮區,瑞文里,0
高雄市,前鎮區,瑞華里,0
高雄市,前鎮區,瑞昌里,4
高雄市,旗津區,旗下里,0
高雄市,旗津區,永安里,0
高雄市,旗津區,振興里,0
高雄市,旗津區,慈愛里,0
高雄市,旗津區,復興里,2
高雄市,旗津區,中華里,0
高雄市,旗津區,實踐里,0
高雄市,旗津區,北汕里,0
高雄市,旗津區,南汕里,0
高雄市,旗津區,上竹里,0
高雄市,旗津區,中洲里,0
高雄市,旗津區,安順里,0
高雄市,旗津區,中興里,0
高雄市,小港區,小港里,5
高雄市,小港區,港口里,0
高雄市,小港區,港正里,0
高雄市,小港區,港墘里,0
高雄市,小港區,港明里,0
高雄市,小港區,港后里,0
高雄市,小港區,港南里,8
高雄市,小港區,港興里,0
高雄市,小港區,鳳宮里,22
高雄市,小港區,店鎮里,14
高雄市,小港區,大苓里,2
高雄市,小港區,二苓里,0
高雄市,小港區,三苓里,0
高雄市,小港區,正苓里,23
高雄市,小港區,順苓里,7
高雄市,小港區,六苓里,0
高雄市,小港區,宏亮里,0
高雄市,小港區,山東里,3
高雄市,小港區,青島里,1
高雄市,小港區,濟南里,3
高雄市,小港區,泰山里,11
高雄市,小港區,山明里,140
高雄市,小港區,高松里,22
高雄市,小港區,松金里,0
高雄市,小港區,松山里,7
高雄市,小港區,大坪里,3
高雄市,小港區,坪頂里,52
高雄市,小港區,孔宅里,80
高雄市,小港區,廈莊里,18
高雄市,小港區,合作里,0
高雄市,小港區,桂林里,0
高雄市,小港區,中厝里,72
高雄市,小港區,鳳鳴里,4
高雄市,小港區,龍鳳里,0
高雄市,小港區,鳳森里,0
高雄市,小港區,鳳林里,0
高雄市,小港區,鳳興里,0
高雄市,小港區,鳳源里,0
高雄市,鳳山區,縣口里,0
高雄市,鳳山區,成功里,0
高雄市,鳳山區,光明里,0
高雄市,鳳山區,興中里,0
高雄市,鳳山區,南興里,0
高雄市,鳳山區,和德里,0
高雄市,鳳山區,鳳崗里,0
高雄市,鳳山區,中和里,0
高雄市,鳳山區,鎮北里,176
高雄市,鳳山區,縣衙里,0
高雄市,鳳山區,文英里,9
高雄市,鳳山區,鎮西里,0
高雄市,鳳山區,鎮東里,30
高雄市,鳳山區,埤頂里,0
高雄市,鳳山區,中正里,0
高雄市,鳳山區,瑞竹里,0
高雄市,鳳山區,忠義里,0
高雄市,鳳山區,誠義里,0
高雄市,鳳山區,新興里,0
高雄市,鳳山區,海光里,0
高雄市,鳳山區,忠誠里,9
高雄市,鳳山區,東門里,2
高雄市,鳳山區,瑞興里,1
高雄市,鳳山區,鳳東里,10
高雄市,鳳山區,文德里,15
高雄市,鳳山區,曹公里,0
高雄市,鳳山區,興仁里,0
高雄市,鳳山區,忠孝里,0
高雄市,鳳山區,生明里,0
高雄市,鳳山區,和興里,0
高雄市,鳳山區,協和里,0
高雄市,鳳山區,文山里,0
高雄市,鳳山區,誠德里,7
高雄市,鳳山區,三民里,0
高雄市,鳳山區,北門里,0
高雄市,鳳山區,文華里,0
高雄市,鳳山區,武松里,0
高雄市,鳳山區,文衡里,0
高雄市,鳳山區,文福里,57
高雄市,鳳山區,誠信里,0
高雄市,鳳山區,誠智里,1
高雄市,鳳山區,鎮南里,0
高雄市,鳳山區,老爺里,1
高雄市,鳳山區,新甲里,0
高雄市,鳳山區,武漢里,0
高雄市,鳳山區,正義里,0
高雄市,鳳山區,一甲里,0
高雄市,鳳山區,福興里,0
高雄市,鳳山區,天興里,0
高雄市,鳳山區,新強里,7
高雄市,鳳山區,國泰里,0
高雄市,鳳山區,新富里,0
高雄市,鳳山區,國光里,0
高雄市,鳳山區,國隆里,0
高雄市,鳳山區,過埤里,158
高雄市,鳳山區,五福里,0
高雄市,鳳山區,福誠里,18
高雄市,鳳山區,富甲里,0
高雄市,鳳山區,南成里,15
高雄市,鳳山區,大德里,0
高雄市,鳳山區,國富里,0
高雄市,鳳山區,武慶里,0
高雄市,鳳山區,海洋里,0
高雄市,鳳山區,新武里,0
高雄市,鳳山區,新樂里,0
高雄市,鳳山區,新泰里,0
高雄市,鳳山區,中崙里,0
高雄市,鳳山區,中榮里,0
高雄市,鳳山區,中民里,0
高雄市,鳳山區,二甲里,3
高雄市,鳳山區,龍成里,0
高雄市,鳳山區,富榮里,0
高雄市,鳳山區,善美里,0
高雄市,鳳山區,南和里,0
高雄市,鳳山區,福祥里,0
高雄市,鳳山區,保安里,99
高雄市,林園區,東林里,0
高雄市,林園區,林園里,0
高雄市,林園區,溪州里,12
高雄市,林園區,潭頭里,0
高雄市,林園區,中厝里,0
高雄市,林園區,中門里,3
高雄市,林園區,頂厝里,1
高雄市,林園區,港埔里,0
高雄市,林園區,西溪里,0
高雄市,林園區,港嘴里,0
高雄市,林園區,北汕里,0
高雄市,林園區,林內里,0
高雄市,林園區,王公里,3
高雄市,林園區,林家里,0
高雄市,林園區,龔厝里,0
高雄市,林園區,鳳芸里,0
高雄市,林園區,中芸里,0
高雄市,林園區,東汕里,0
高雄市,林園區,西汕里,0
高雄市,林園區,仁愛里,2
高雄市,林園區,文賢里,4
高雄市,林園區,廣應里,0
高雄市,林園區,五福里,2
高雄市,林園區,中汕里,0
高雄市,大寮區,拷潭里,0
高雄市,大寮區,內坑里,1
高雄市,大寮區,大寮里,0
高雄市,大寮區,上寮里,2
高雄市,大寮區,三隆里,0
高雄市,大寮區,琉球里,7
高雄市,大寮區,翁園里,0
高雄市,大寮區,前庄里,0
高雄市,大寮區,中庄里,0
高雄市,大寮區,後庄里,12
高雄市,大寮區,義仁里,0
高雄市,大寮區,新厝里,0
高雄市,大寮區,過溪里,0
高雄市,大寮區,潮寮里,0
高雄市,大寮區,會結里,0
高雄市,大寮區,會社里,2
高雄市,大寮區,山頂里,0
高雄市,大寮區,忠義里,0
高雄市,大寮區,永芳里,0
高雄市,大寮區,義和里,0
高雄市,大寮區,溪寮里,0
高雄市,大寮區,江山里,8
高雄市,大寮區,昭明里,2
高雄市,大寮區,光武里,0
高雄市,大寮區,中興里,0
高雄市,大樹區,竹寮里,0
高雄市,大樹區,九曲里,3
高雄市,大樹區,久堂里,0
高雄市,大樹區,水安里,0
高雄市,大樹區,水寮里,0
高雄市,大樹區,檨腳里,2
高雄市,大樹區,興山里,0
高雄市,大樹區,和山里,0
高雄市,大樹區,姑山里,0
高雄市,大樹區,大坑里,0
高雄市,大樹區,井腳里,0
高雄市,大樹區,小坪里,0
高雄市,大樹區,龍目里,0
高雄市,大樹區,大樹里,4
高雄市,大樹區,三和里,0
高雄市,大樹區,溪埔里,0
高雄市,大樹區,興田里,0
高雄市,大樹區,統嶺里,0
高雄市,大社區,嘉誠里,0
高雄市,大社區,保社里,11
高雄市,大社區,大社里,1
高雄市,大社區,翠屏里,0
高雄市,大社區,三奶里,0
高雄市,大社區,觀音里,5
高雄市,大社區,神農里,3
高雄市,大社區,中里里,0
高雄市,大社區,保安里,1
高雄市,仁武區,大灣里,16
高雄市,仁武區,灣內里,23
高雄市,仁武區,考潭里,0
高雄市,仁武區,烏林里,0
高雄市,仁武區,仁福里,0
高雄市,仁武區,仁武里,0
高雄市,仁武區,文武里,10
高雄市,仁武區,竹後里,2
高雄市,仁武區,八卦里,136
高雄市,仁武區,高楠里,31
高雄市,仁武區,後安里,1
高雄市,仁武區,中華里,0
高雄市,仁武區,五和里,24
高雄市,仁武區,仁和里,7
高雄市,仁武區,赤山里,122
高雄市,仁武區,仁慈里,8
高雄市,鳥松區,鳥松里,5
高雄市,鳥松區,夢裡里,29
高雄市,鳥松區,大華里,93
高雄市,鳥松區,?埔里,0
高雄市,鳥松區,仁美里,22
高雄市,鳥松區,大竹里,0
高雄市,鳥松區,華美里,4
高雄市,岡山區,平安里,0
高雄市,岡山區,岡山里,10
高雄市,岡山區,壽天里,0
高雄市,岡山區,維仁里,0
高雄市,岡山區,後紅里,3
高雄市,岡山區,大遼里,4
高雄市,岡山區,忠孝里,0
高雄市,岡山區,和平里,0
高雄市,岡山區,前峰里,0
高雄市,岡山區,劉厝里,0
高雄市,岡山區,協和里,0
高雄市,岡山區,後協里,0
高雄市,岡山區,信義里,1
高雄市,岡山區,潭底里,0
高雄市,岡山區,三和里,0
高雄市,岡山區,仁壽里,0
高雄市,岡山區,碧紅里,23
高雄市,岡山區,程香里,1
高雄市,岡山區,竹圍里,11
高雄市,岡山區,台上里,0
高雄市,岡山區,灣裡里,2
高雄市,岡山區,白米里,0
高雄市,岡山區,石潭里,0
高雄市,岡山區,福興里,0
高雄市,岡山區,本洲里,0
高雄市,岡山區,嘉興里,0
高雄市,岡山區,嘉峰里,0
高雄市,岡山區,華崗里,0
高雄市,岡山區,大莊里,0
高雄市,岡山區,協榮里,1
高雄市,岡山區,為隨里,3
高雄市,岡山區,壽峰里,0
高雄市,岡山區,仁義里,0
高雄市,橋頭區,橋頭里,0
高雄市,橋頭區,橋南里,0
高雄市,橋頭區,仕隆里,0
高雄市,橋頭區,仕豐里,0
高雄市,橋頭區,芋寮里,0
高雄市,橋頭區,東林里,0
高雄市,橋頭區,西林里,0
高雄市,橋頭區,白樹里,0
高雄市,橋頭區,筆秀里,0
高雄市,橋頭區,新莊里,51
高雄市,橋頭區,甲北里,0
高雄市,橋頭區,甲南里,0
高雄市,橋頭區,頂鹽里,0
高雄市,橋頭區,中崎里,0
高雄市,橋頭區,仕和里,0
高雄市,橋頭區,德松里,0
高雄市,橋頭區,三德里,0
高雄市,燕巢區,尖山里,0
高雄市,燕巢區,瓊林里,3
高雄市,燕巢區,安招里,3
高雄市,燕巢區,角宿里,1
高雄市,燕巢區,鳳雄里,0
高雄市,燕巢區,金山里,0
高雄市,燕巢區,東燕里,2
高雄市,燕巢區,南燕里,3
高雄市,燕巢區,西燕里,0
高雄市,燕巢區,橫山里,0
高雄市,燕巢區,深水里,0
高雄市,田寮區,鹿埔里,0
高雄市,田寮區,南安里,0
高雄市,田寮區,大同里,0
高雄市,田寮區,田寮里,0
高雄市,田寮區,七星里,0
高雄市,田寮區,崇德里,0
高雄市,田寮區,西德里,0
高雄市,田寮區,三和里,0
高雄市,田寮區,古亭里,0
高雄市,田寮區,新興里,0
高雄市,阿蓮區,石安里,0
高雄市,阿蓮區,中路里,0
高雄市,阿蓮區,?山里,0
高雄市,阿蓮區,港後里,2
高雄市,阿蓮區,崗山里,0
高雄市,阿蓮區,阿蓮里,1
高雄市,阿蓮區,清蓮里,0
高雄市,阿蓮區,和蓮里,0
高雄市,阿蓮區,青旗里,0
高雄市,阿蓮區,復安里,0
高雄市,阿蓮區,玉庫里,0
高雄市,阿蓮區,南蓮里,0
高雄市,路竹區,竹滬里,0
高雄市,路竹區,頂寮里,0
高雄市,路竹區,新達里,0
高雄市,路竹區,後鄉里,0
高雄市,路竹區,北嶺里,1
高雄市,路竹區,社西里,0
高雄市,路竹區,甲北里,14
高雄市,路竹區,甲南里,23
高雄市,路竹區,下坑里,0
高雄市,路竹區,竹園里,0
高雄市,路竹區,竹東里,12
高雄市,路竹區,竹西里,0
高雄市,路竹區,文北里,0
高雄市,路竹區,文南里,0
高雄市,路竹區,三爺里,0
高雄市,路竹區,鴨寮里,4
高雄市,路竹區,社東里,0
高雄市,路竹區,社中里,0
高雄市,路竹區,竹南里,6
高雄市,路竹區,社南里,1
高雄市,湖內區,海山里,0
高雄市,湖內區,劉家里,0
高雄市,湖內區,太爺里,0
高雄市,湖內區,公?里,0
高雄市,湖內區,葉厝里,6
高雄市,湖內區,大湖里,4
高雄市,湖內區,田尾里,0
高雄市,湖內區,湖內里,0
高雄市,湖內區,海埔里,0
高雄市,湖內區,文賢里,0
高雄市,湖內區,中賢里,0
高雄市,湖內區,逸賢里,0
高雄市,湖內區,忠興里,0
高雄市,湖內區,湖東里,8
高雄市,茄萣區,福德里,0
高雄市,茄萣區,萬福里,0
高雄市,茄萣區,白雲里,4
高雄市,茄萣區,嘉賜里,31
高雄市,茄萣區,嘉安里,0
高雄市,茄萣區,嘉定里,0
高雄市,茄萣區,保定里,0
高雄市,茄萣區,光定里,0
高雄市,茄萣區,大定里,0
高雄市,茄萣區,吉定里,0
高雄市,茄萣區,嘉樂里,7
高雄市,茄萣區,嘉泰里,0
高雄市,茄萣區,嘉福里,0
高雄市,茄萣區,和協里,0
高雄市,茄萣區,崎漏里,0
高雄市,永安區,永安里,0
高雄市,永安區,永華里,0
高雄市,永安區,新港里,0
高雄市,永安區,鹽田里,0
高雄市,永安區,保寧里,5
高雄市,永安區,維新里,0
高雄市,彌陀區,光和里,0
高雄市,彌陀區,彌靖里,0
高雄市,彌陀區,彌仁里,0
高雄市,彌陀區,彌壽里,0
高雄市,彌陀區,彌陀里,1
高雄市,彌陀區,舊港里,0
高雄市,彌陀區,文安里,0
高雄市,彌陀區,鹽埕里,0
高雄市,彌陀區,過港里,0
高雄市,彌陀區,海尾里,0
高雄市,彌陀區,漯底里,0
高雄市,彌陀區,南寮里,0
高雄市,梓官區,梓信里,0
高雄市,梓官區,梓義里,4
高雄市,梓官區,梓和里,0
高雄市,梓官區,梓平里,5
高雄市,梓官區,中崙里,0
高雄市,梓官區,赤崁里,0
高雄市,梓官區,禮蚵里,0
高雄市,梓官區,智蚵里,0
高雄市,梓官區,信蚵里,0
高雄市,梓官區,同安里,6
高雄市,梓官區,大舍里,5
高雄市,梓官區,赤東里,0
高雄市,梓官區,赤西里,0
高雄市,梓官區,茄苳里,0
高雄市,梓官區,典寶里,0
高雄市,旗山區,太平里,0
高雄市,旗山區,大德里,0
高雄市,旗山區,湄洲里,0
高雄市,旗山區,圓富里,0
高雄市,旗山區,中正里,0
高雄市,旗山區,大林里,0
高雄市,旗山區,上洲里,0
高雄市,旗山區,新光里,0
高雄市,旗山區,南勝里,0
高雄市,旗山區,中寮里,0
高雄市,旗山區,東平里,0
高雄市,旗山區,東昌里,0
高雄市,旗山區,竹峰里,0
高雄市,旗山區,瑞吉里,0
高雄市,旗山區,永和里,0
高雄市,旗山區,三協里,0
高雄市,旗山區,鯤洲里,0
高雄市,旗山區,大山里,0
高雄市,旗山區,中洲里,0
高雄市,旗山區,南洲里,0
高雄市,旗山區,廣福里,0
高雄市,美濃區,福安里,0
高雄市,美濃區,合和里,8
高雄市,美濃區,祿興里,1
